Brand,Model,RAM,Storage,Camera,Battery,Processor,Price,Units Sold,Region,Channel,Year
OnePlus,ONE-116,16GB,128GB,64MP,5500mAh,Snapdragon 695,51000,16487,Madhya Pradesh,Wholesale,2022
OnePlus,ONE-116,16GB,128GB,64MP,5500mAh,Snapdragon 695,51000,2360,Maharashtra,Retail,2022
OnePlus,ONE-116,16GB,128GB,64MP,5500mAh,Snapdragon 695,51000,4533,Karnataka,Online,2022
OnePlus,ONE-116,16GB,128GB,64MP,5500mAh,Snapdragon 695,51000,2452,Bihar,Online,2022
OnePlus,ONE-116,16GB,128GB,64MP,5500mAh,Snapdragon 695,51000,15925,Tamil Nadu,Online,2022
OnePlus,ONE-117,6GB,256GB,48MP,5500mAh,Snapdragon 8 Gen 1,43500,3835,Karnataka,Retail,2025
OnePlus,ONE-117,6GB,256GB,48MP,5500mAh,Snapdragon 8 Gen 1,43500,8417,Telangana,Online,2025
OnePlus,ONE-117,6GB,256GB,48MP,5500mAh,Snapdragon 8 Gen 1,43500,11452,Delhi,Wholesale,2025
OnePlus,ONE-117,6GB,256GB,48MP,5500mAh,Snapdragon 8 Gen 1,43500,10093,Maharashtra,Online,2025
OnePlus,ONE-117,6GB,256GB,48MP,5500mAh,Snapdragon 8 Gen 1,43500,6290,Tamil Nadu,Retail,2025
OnePlus,ONE-118,4GB,256GB,108MP,5000mAh,Snapdragon 8 Gen 2,48000,9312,Uttar Pradesh,Online,2023
OnePlus,ONE-118,4GB,256GB,108MP,5000mAh,Snapdragon 8 Gen 2,48000,15373,Tamil Nadu,Retail,2023
OnePlus,ONE-118,4GB,256GB,108MP,5000mAh,Snapdragon 8 Gen 2,48000,6499,West Bengal,Online,2023
OnePlus,ONE-118,4GB,256GB,108MP,5000mAh,Snapdragon 8 Gen 2,48000,5125,Bihar,Retail,2023
OnePlus,ONE-118,4GB,256GB,108MP,5000mAh,Snapdragon 8 Gen 2,48000,6940,Delhi,Wholesale,2023
OnePlus,ONE-119,4GB,64GB,48MP,5500mAh,Snapdragon 695,41500,5517,Tamil Nadu,Online,2024
OnePlus,ONE-119,4GB,64GB,48MP,5500mAh,Snapdragon 695,41500,6683,Gujarat,Online,2024
OnePlus,ONE-119,4GB,64GB,48MP,5500mAh,Snapdragon 695,41500,7880,Bihar,Online,2024
OnePlus,ONE-119,4GB,64GB,48MP,5500mAh,Snapdragon 695,41500,5907,Madhya Pradesh,Retail,2024
OnePlus,ONE-119,4GB,64GB,48MP,5500mAh,Snapdragon 695,41500,17698,Maharashtra,Wholesale,2024
OnePlus,ONE-120,6GB,64GB,108MP,5000mAh,A16 Bionic,47000,2938,Gujarat,Retail,2023
OnePlus,ONE-120,6GB,64GB,108MP,5000mAh,A16 Bionic,47000,11921,Maharashtra,Retail,2023
OnePlus,ONE-120,6GB,64GB,108MP,5000mAh,A16 Bionic,47000,4702,Delhi,Retail,2023
OnePlus,ONE-120,6GB,64GB,108MP,5000mAh,A16 Bionic,47000,19529,Tamil Nadu,Wholesale,2023
OnePlus,ONE-120,6GB,64GB,108MP,5000mAh,A16 Bionic,47000,11295,Uttar Pradesh,Wholesale,2023
OnePlus,ONE-121,6GB,256GB,200MP,4000mAh,Snapdragon 7 Gen 1,48000,17911,Maharashtra,Retail,2025
OnePlus,ONE-121,6GB,256GB,200MP,4000mAh,Snapdragon 7 Gen 1,48000,16445,Madhya Pradesh,Retail,2025
OnePlus,ONE-121,6GB,256GB,200MP,4000mAh,Snapdragon 7 Gen 1,48000,19575,Tamil Nadu,Retail,2025
OnePlus,ONE-121,6GB,256GB,200MP,4000mAh,Snapdragon 7 Gen 1,48000,17503,Karnataka,Online,2025
OnePlus,ONE-121,6GB,256GB,200MP,4000mAh,Snapdragon 7 Gen 1,48000,6585,Bihar,Wholesale,2025
OnePlus,ONE-122,4GB,256GB,48MP,5000mAh,Dimensity 1080,46000,18048,Uttar Pradesh,Retail,2024
OnePlus,ONE-122,4GB,256GB,48MP,5000mAh,Dimensity 1080,46000,8913,Maharashtra,Online,2024
OnePlus,ONE-122,4GB,256GB,48MP,5000mAh,Dimensity 1080,46000,4850,Gujarat,Online,2024
OnePlus,ONE-122,4GB,256GB,48MP,5000mAh,Dimensity 1080,46000,12228,Madhya Pradesh,Retail,2024
OnePlus,ONE-122,4GB,256GB,48MP,5000mAh,Dimensity 1080,46000,18035,Tamil Nadu,Wholesale,2024
OnePlus,ONE-123,8GB,128GB,64MP,4000mAh,A17 Pro,44500,10539,Madhya Pradesh,Wholesale,2022
OnePlus,ONE-123,8GB,128GB,64MP,4000mAh,A17 Pro,44500,4787,Bihar,Retail,2022
OnePlus,ONE-123,8GB,128GB,64MP,4000mAh,A17 Pro,44500,18912,Gujarat,Retail,2022
OnePlus,ONE-123,8GB,128GB,64MP,4000mAh,A17 Pro,44500,14498,Uttar Pradesh,Wholesale,2022
OnePlus,ONE-123,8GB,128GB,64MP,4000mAh,A17 Pro,44500,10901,Maharashtra,Retail,2022
OnePlus,ONE-124,8GB,128GB,48MP,5000mAh,Dimensity 1080,44500,14666,Delhi,Retail,2022
OnePlus,ONE-124,8GB,128GB,48MP,5000mAh,Dimensity 1080,44500,4752,Tamil Nadu,Retail,2022
OnePlus,ONE-124,8GB,128GB,48MP,5000mAh,Dimensity 1080,44500,4919,Telangana,Online,2022
OnePlus,ONE-124,8GB,128GB,48MP,5000mAh,Dimensity 1080,44500,17668,Uttar Pradesh,Wholesale,2022
OnePlus,ONE-124,8GB,128GB,48MP,5000mAh,Dimensity 1080,44500,3553,Madhya Pradesh,Retail,2022
OnePlus,ONE-125,4GB,512GB,48MP,4000mAh,Snapdragon 695,48000,10639,Karnataka,Online,2023
OnePlus,ONE-125,4GB,512GB,48MP,4000mAh,Snapdragon 695,48000,7968,Bihar,Wholesale,2023
OnePlus,ONE-125,4GB,512GB,48MP,4000mAh,Snapdragon 695,48000,16352,Telangana,Retail,2023
OnePlus,ONE-125,4GB,512GB,48MP,4000mAh,Snapdragon 695,48000,19841,Madhya Pradesh,Wholesale,2023
OnePlus,ONE-125,4GB,512GB,48MP,4000mAh,Snapdragon 695,48000,19598,Delhi,Wholesale,2023
OnePlus,ONE-126,8GB,128GB,64MP,5000mAh,A17 Pro,45000,4741,Tamil Nadu,Retail,2023
OnePlus,ONE-126,8GB,128GB,64MP,5000mAh,A17 Pro,45000,16139,Madhya Pradesh,Online,2023
OnePlus,ONE-126,8GB,128GB,64MP,5000mAh,A17 Pro,45000,2412,West Bengal,Retail,2023
OnePlus,ONE-126,8GB,128GB,64MP,5000mAh,A17 Pro,45000,10182,Telangana,Retail,2023
OnePlus,ONE-126,8GB,128GB,64MP,5000mAh,A17 Pro,45000,3854,Gujarat,Wholesale,2023
OnePlus,ONE-127,16GB,256GB,48MP,5500mAh,Snapdragon 695,51500,15565,Maharashtra,Wholesale,2024
OnePlus,ONE-127,16GB,256GB,48MP,5500mAh,Snapdragon 695,51500,19765,Telangana,Online,2024
OnePlus,ONE-127,16GB,256GB,48MP,5500mAh,Snapdragon 695,51500,5468,Delhi,Retail,2024
OnePlus,ONE-127,16GB,256GB,48MP,5500mAh,Snapdragon 695,51500,6469,Tamil Nadu,Wholesale,2024
OnePlus,ONE-127,16GB,256GB,48MP,5500mAh,Snapdragon 695,51500,10731,Madhya Pradesh,Wholesale,2024
OnePlus,ONE-128,8GB,256GB,48MP,4000mAh,Snapdragon 8 Gen 2,51000,19450,Delhi,Online,2022
OnePlus,ONE-128,8GB,256GB,48MP,4000mAh,Snapdragon 8 Gen 2,51000,8823,Gujarat,Wholesale,2022
OnePlus,ONE-128,8GB,256GB,48MP,4000mAh,Snapdragon 8 Gen 2,51000,15018,Karnataka,Wholesale,2022
OnePlus,ONE-128,8GB,256GB,48MP,4000mAh,Snapdragon 8 Gen 2,51000,16545,West Bengal,Wholesale,2022
OnePlus,ONE-128,8GB,256GB,48MP,4000mAh,Snapdragon 8 Gen 2,51000,7340,Madhya Pradesh,Retail,2022
OnePlus,ONE-129,4GB,512GB,48MP,4300mAh,Snapdragon 8 Gen 1,45500,2916,Gujarat,Retail,2024
OnePlus,ONE-129,4GB,512GB,48MP,4300mAh,Snapdragon 8 Gen 1,45500,18258,Uttar Pradesh,Online,2024
OnePlus,ONE-129,4GB,512GB,48MP,4300mAh,Snapdragon 8 Gen 1,45500,3513,Karnataka,Online,2024
OnePlus,ONE-129,4GB,512GB,48MP,4300mAh,Snapdragon 8 Gen 1,45500,2392,Maharashtra,Retail,2024
OnePlus,ONE-129,4GB,512GB,48MP,4300mAh,Snapdragon 8 Gen 1,45500,11107,Bihar,Retail,2024
OnePlus,ONE-130,6GB,256GB,108MP,5000mAh,A17 Pro,49500,17103,Gujarat,Wholesale,2025
OnePlus,ONE-130,6GB,256GB,108MP,5000mAh,A17 Pro,49500,12954,West Bengal,Retail,2025
OnePlus,ONE-130,6GB,256GB,108MP,5000mAh,A17 Pro,49500,16862,Madhya Pradesh,Retail,2025
OnePlus,ONE-130,6GB,256GB,108MP,5000mAh,A17 Pro,49500,2645,Bihar,Wholesale,2025
OnePlus,ONE-130,6GB,256GB,108MP,5000mAh,A17 Pro,49500,10284,Karnataka,Retail,2025
OnePlus,ONE-131,8GB,512GB,48MP,5500mAh,Snapdragon 8 Gen 2,46500,4574,Madhya Pradesh,Online,2023
OnePlus,ONE-131,8GB,512GB,48MP,5500mAh,Snapdragon 8 Gen 2,46500,2361,Uttar Pradesh,Wholesale,2023
OnePlus,ONE-131,8GB,512GB,48MP,5500mAh,Snapdragon 8 Gen 2,46500,15311,Gujarat,Wholesale,2023
OnePlus,ONE-131,8GB,512GB,48MP,5500mAh,Snapdragon 8 Gen 2,46500,3611,Tamil Nadu,Retail,2023
OnePlus,ONE-131,8GB,512GB,48MP,5500mAh,Snapdragon 8 Gen 2,46500,8001,Delhi,Retail,2023
OnePlus,ONE-132,6GB,128GB,48MP,4500mAh,Snapdragon 8 Gen 2,44500,3472,Madhya Pradesh,Online,2022
OnePlus,ONE-132,6GB,128GB,48MP,4500mAh,Snapdragon 8 Gen 2,44500,3758,Tamil Nadu,Online,2022
OnePlus,ONE-132,6GB,128GB,48MP,4500mAh,Snapdragon 8 Gen 2,44500,2942,West Bengal,Wholesale,2022
OnePlus,ONE-132,6GB,128GB,48MP,4500mAh,Snapdragon 8 Gen 2,44500,17209,Gujarat,Online,2022
OnePlus,ONE-132,6GB,128GB,48MP,4500mAh,Snapdragon 8 Gen 2,44500,19988,Delhi,Wholesale,2022
OnePlus,ONE-133,12GB,256GB,64MP,4300mAh,Snapdragon 8 Gen 1,46500,11573,Tamil Nadu,Retail,2023
OnePlus,ONE-133,12GB,256GB,64MP,4300mAh,Snapdragon 8 Gen 1,46500,5692,Madhya Pradesh,Online,2023
OnePlus,ONE-133,12GB,256GB,64MP,4300mAh,Snapdragon 8 Gen 1,46500,19973,Bihar,Retail,2023
OnePlus,ONE-133,12GB,256GB,64MP,4300mAh,Snapdragon 8 Gen 1,46500,7044,Uttar Pradesh,Wholesale,2023
OnePlus,ONE-133,12GB,256GB,64MP,4300mAh,Snapdragon 8 Gen 1,46500,14777,Delhi,Online,2023
OnePlus,ONE-134,4GB,256GB,64MP,5500mAh,Snapdragon 695,46000,5492,Bihar,Retail,2024
OnePlus,ONE-134,4GB,256GB,64MP,5500mAh,Snapdragon 695,46000,9209,Karnataka,Wholesale,2024
OnePlus,ONE-134,4GB,256GB,64MP,5500mAh,Snapdragon 695,46000,7152,Tamil Nadu,Wholesale,2024
OnePlus,ONE-134,4GB,256GB,64MP,5500mAh,Snapdragon 695,46000,17137,Uttar Pradesh,Retail,2024
OnePlus,ONE-134,4GB,256GB,64MP,5500mAh,Snapdragon 695,46000,4042,West Bengal,Online,2024
OnePlus,ONE-135,4GB,256GB,64MP,4000mAh,Dimensity 8200,47500,12155,Maharashtra,Online,2024
OnePlus,ONE-135,4GB,256GB,64MP,4000mAh,Dimensity 8200,47500,19605,Tamil Nadu,Wholesale,2024
OnePlus,ONE-135,4GB,256GB,64MP,4000mAh,Dimensity 8200,47500,3469,Gujarat,Retail,2024
OnePlus,ONE-135,4GB,256GB,64MP,4000mAh,Dimensity 8200,47500,10238,Madhya Pradesh,Retail,2024
OnePlus,ONE-135,4GB,256GB,64MP,4000mAh,Dimensity 8200,47500,19638,West Bengal,Wholesale,2024
OnePlus,ONE-136,8GB,512GB,48MP,5500mAh,A17 Pro,53000,13405,West Bengal,Retail,2024
OnePlus,ONE-136,8GB,512GB,48MP,5500mAh,A17 Pro,53000,4331,Karnataka,Wholesale,2024
OnePlus,ONE-136,8GB,512GB,48MP,5500mAh,A17 Pro,53000,16030,Madhya Pradesh,Online,2024
OnePlus,ONE-136,8GB,512GB,48MP,5500mAh,A17 Pro,53000,4417,Uttar Pradesh,Wholesale,2024
OnePlus,ONE-136,8GB,512GB,48MP,5500mAh,A17 Pro,53000,2294,Tamil Nadu,Online,2024
OnePlus,ONE-137,6GB,256GB,48MP,4000mAh,Snapdragon 695,49500,3716,West Bengal,Wholesale,2025
OnePlus,ONE-137,6GB,256GB,48MP,4000mAh,Snapdragon 695,49500,11779,Uttar Pradesh,Wholesale,2025
OnePlus,ONE-137,6GB,256GB,48MP,4000mAh,Snapdragon 695,49500,15781,Delhi,Retail,2025
OnePlus,ONE-137,6GB,256GB,48MP,4000mAh,Snapdragon 695,49500,11074,Karnataka,Retail,2025
OnePlus,ONE-137,6GB,256GB,48MP,4000mAh,Snapdragon 695,49500,18251,Madhya Pradesh,Retail,2025
OnePlus,ONE-138,8GB,512GB,64MP,5500mAh,Dimensity 8200,49000,15576,Tamil Nadu,Retail,2025
OnePlus,ONE-138,8GB,512GB,64MP,5500mAh,Dimensity 8200,49000,5064,Gujarat,Online,2025
OnePlus,ONE-138,8GB,512GB,64MP,5500mAh,Dimensity 8200,49000,3053,Maharashtra,Wholesale,2025
OnePlus,ONE-138,8GB,512GB,64MP,5500mAh,Dimensity 8200,49000,13640,Bihar,Online,2025
OnePlus,ONE-138,8GB,512GB,64MP,5500mAh,Dimensity 8200,49000,15858,Telangana,Retail,2025
OnePlus,ONE-139,6GB,64GB,200MP,5500mAh,Snapdragon 7 Gen 1,42500,8883,Madhya Pradesh,Wholesale,2024
OnePlus,ONE-139,6GB,64GB,200MP,5500mAh,Snapdragon 7 Gen 1,42500,2746,Bihar,Wholesale,2024
OnePlus,ONE-139,6GB,64GB,200MP,5500mAh,Snapdragon 7 Gen 1,42500,3181,Karnataka,Online,2024
OnePlus,ONE-139,6GB,64GB,200MP,5500mAh,Snapdragon 7 Gen 1,42500,7966,Maharashtra,Online,2024
OnePlus,ONE-139,6GB,64GB,200MP,5500mAh,Snapdragon 7 Gen 1,42500,18082,Telangana,Retail,2024
OnePlus,ONE-140,12GB,512GB,48MP,5000mAh,Snapdragon 8 Gen 2,53000,6195,West Bengal,Retail,2024
OnePlus,ONE-140,12GB,512GB,48MP,5000mAh,Snapdragon 8 Gen 2,53000,8942,Bihar,Retail,2024
OnePlus,ONE-140,12GB,512GB,48MP,5000mAh,Snapdragon 8 Gen 2,53000,2887,Tamil Nadu,Retail,2024
OnePlus,ONE-140,12GB,512GB,48MP,5000mAh,Snapdragon 8 Gen 2,53000,15005,Madhya Pradesh,Retail,2024
OnePlus,ONE-140,12GB,512GB,48MP,5000mAh,Snapdragon 8 Gen 2,53000,10140,Karnataka,Wholesale,2024
Xiaomi,XIA-101,12GB,128GB,48MP,5500mAh,Snapdragon 8 Gen 1,33500,15452,Maharashtra,Retail,2022
Xiaomi,XIA-101,12GB,128GB,48MP,5500mAh,Snapdragon 8 Gen 1,33500,7463,Karnataka,Retail,2022
Xiaomi,XIA-101,12GB,128GB,48MP,5500mAh,Snapdragon 8 Gen 1,33500,16783,West Bengal,Retail,2022
Xiaomi,XIA-101,12GB,128GB,48MP,5500mAh,Snapdragon 8 Gen 1,33500,16389,Telangana,Retail,2022
Xiaomi,XIA-101,12GB,128GB,48MP,5500mAh,Snapdragon 8 Gen 1,33500,10195,Bihar,Online,2022
Xiaomi,XIA-102,4GB,256GB,108MP,5500mAh,Snapdragon 695,26500,18767,Telangana,Online,2024
Xiaomi,XIA-102,4GB,256GB,108MP,5500mAh,Snapdragon 695,26500,19674,Uttar Pradesh,Wholesale,2024
Xiaomi,XIA-102,4GB,256GB,108MP,5500mAh,Snapdragon 695,26500,8328,West Bengal,Wholesale,2024
Xiaomi,XIA-102,4GB,256GB,108MP,5500mAh,Snapdragon 695,26500,2877,Madhya Pradesh,Wholesale,2024
Xiaomi,XIA-102,4GB,256GB,108MP,5500mAh,Snapdragon 695,26500,2020,Delhi,Wholesale,2024
Xiaomi,XIA-103,6GB,512GB,200MP,4500mAh,Snapdragon 695,32000,2044,Maharashtra,Retail,2024
Xiaomi,XIA-103,6GB,512GB,200MP,4500mAh,Snapdragon 695,32000,4453,Delhi,Retail,2024
Xiaomi,XIA-103,6GB,512GB,200MP,4500mAh,Snapdragon 695,32000,4039,Gujarat,Wholesale,2024
Xiaomi,XIA-103,6GB,512GB,200MP,4500mAh,Snapdragon 695,32000,15059,Telangana,Retail,2024
Xiaomi,XIA-103,6GB,512GB,200MP,4500mAh,Snapdragon 695,32000,12623,West Bengal,Retail,2024
Xiaomi,XIA-104,4GB,256GB,64MP,4300mAh,Dimensity 1080,31500,2261,Madhya Pradesh,Retail,2025
Xiaomi,XIA-104,4GB,256GB,64MP,4300mAh,Dimensity 1080,31500,4758,Uttar Pradesh,Wholesale,2025
Xiaomi,XIA-104,4GB,256GB,64MP,4300mAh,Dimensity 1080,31500,8137,Bihar,Wholesale,2025
Xiaomi,XIA-104,4GB,256GB,64MP,4300mAh,Dimensity 1080,31500,7396,Karnataka,Retail,2025
Xiaomi,XIA-104,4GB,256GB,64MP,4300mAh,Dimensity 1080,31500,12523,West Bengal,Wholesale,2025
Xiaomi,XIA-105,8GB,128GB,108MP,4300mAh,A17 Pro,28000,8178,Uttar Pradesh,Retail,2024
Xiaomi,XIA-105,8GB,128GB,108MP,4300mAh,A17 Pro,28000,9102,Madhya Pradesh,Retail,2024
Xiaomi,XIA-105,8GB,128GB,108MP,4300mAh,A17 Pro,28000,11847,Gujarat,Online,2024
Xiaomi,XIA-105,8GB,128GB,108MP,4300mAh,A17 Pro,28000,2389,Karnataka,Retail,2024
Xiaomi,XIA-105,8GB,128GB,108MP,4300mAh,A17 Pro,28000,14414,West Bengal,Retail,2024
Xiaomi,XIA-106,8GB,128GB,108MP,5000mAh,Snapdragon 695,29000,15846,Uttar Pradesh,Wholesale,2025
Xiaomi,XIA-106,8GB,128GB,108MP,5000mAh,Snapdragon 695,29000,18728,Telangana,Retail,2025
Xiaomi,XIA-106,8GB,128GB,108MP,5000mAh,Snapdragon 695,29000,10455,Bihar,Retail,2025
Xiaomi,XIA-106,8GB,128GB,108MP,5000mAh,Snapdragon 695,29000,17888,Madhya Pradesh,Retail,2025
Xiaomi,XIA-106,8GB,128GB,108MP,5000mAh,Snapdragon 695,29000,19390,Maharashtra,Online,2025
Xiaomi,XIA-107,8GB,64GB,48MP,4300mAh,Dimensity 8200,30000,4814,West Bengal,Wholesale,2025
Xiaomi,XIA-107,8GB,64GB,48MP,4300mAh,Dimensity 8200,30000,4974,Maharashtra,Wholesale,2025
Xiaomi,XIA-107,8GB,64GB,48MP,4300mAh,Dimensity 8200,30000,6941,Gujarat,Wholesale,2025
Xiaomi,XIA-107,8GB,64GB,48MP,4300mAh,Dimensity 8200,30000,18576,Karnataka,Online,2025
Xiaomi,XIA-107,8GB,64GB,48MP,4300mAh,Dimensity 8200,30000,8527,Madhya Pradesh,Retail,2025
Xiaomi,XIA-108,12GB,256GB,108MP,5500mAh,Snapdragon 7 Gen 1,31500,12645,West Bengal,Retail,2023
Xiaomi,XIA-108,12GB,256GB,108MP,5500mAh,Snapdragon 7 Gen 1,31500,19734,Gujarat,Retail,2023
Xiaomi,XIA-108,12GB,256GB,108MP,5500mAh,Snapdragon 7 Gen 1,31500,17788,Delhi,Online,2023
Xiaomi,XIA-108,12GB,256GB,108MP,5500mAh,Snapdragon 7 Gen 1,31500,3096,Tamil Nadu,Retail,2023
Xiaomi,XIA-108,12GB,256GB,108MP,5500mAh,Snapdragon 7 Gen 1,31500,2868,Uttar Pradesh,Retail,2023
Xiaomi,XIA-109,16GB,128GB,64MP,4000mAh,Snapdragon 695,36000,14966,Gujarat,Online,2022
Xiaomi,XIA-109,16GB,128GB,64MP,4000mAh,Snapdragon 695,36000,11321,West Bengal,Online,2022
Xiaomi,XIA-109,16GB,128GB,64MP,4000mAh,Snapdragon 695,36000,13771,Tamil Nadu,Online,2022
Xiaomi,XIA-109,16GB,128GB,64MP,4000mAh,Snapdragon 695,36000,6295,Karnataka,Online,2022
Xiaomi,XIA-109,16GB,128GB,64MP,4000mAh,Snapdragon 695,36000,13882,Uttar Pradesh,Online,2022
Xiaomi,XIA-110,16GB,64GB,48MP,4500mAh,Dimensity 8200,28500,19378,Bihar,Retail,2025
Xiaomi,XIA-110,16GB,64GB,48MP,4500mAh,Dimensity 8200,28500,14315,Madhya Pradesh,Online,2025
Xiaomi,XIA-110,16GB,64GB,48MP,4500mAh,Dimensity 8200,28500,4086,West Bengal,Online,2025
Xiaomi,XIA-110,16GB,64GB,48MP,4500mAh,Dimensity 8200,28500,13373,Uttar Pradesh,Retail,2025
Xiaomi,XIA-110,16GB,64GB,48MP,4500mAh,Dimensity 8200,28500,18280,Maharashtra,Retail,2025
Xiaomi,XIA-111,16GB,128GB,64MP,5500mAh,Snapdragon 7 Gen 1,36000,6179,West Bengal,Wholesale,2022
Xiaomi,XIA-111,16GB,128GB,64MP,5500mAh,Snapdragon 7 Gen 1,36000,6787,Maharashtra,Retail,2022
Xiaomi,XIA-111,16GB,128GB,64MP,5500mAh,Snapdragon 7 Gen 1,36000,3939,Gujarat,Retail,2022
Xiaomi,XIA-111,16GB,128GB,64MP,5500mAh,Snapdragon 7 Gen 1,36000,12127,Tamil Nadu,Online,2022
Xiaomi,XIA-111,16GB,128GB,64MP,5500mAh,Snapdragon 7 Gen 1,36000,15016,Telangana,Wholesale,2022
Xiaomi,XIA-112,8GB,512GB,48MP,4300mAh,Dimensity 1080,33500,2264,West Bengal,Wholesale,2023
Xiaomi,XIA-112,8GB,512GB,48MP,4300mAh,Dimensity 1080,33500,15724,Delhi,Retail,2023
Xiaomi,XIA-112,8GB,512GB,48MP,4300mAh,Dimensity 1080,33500,14887,Tamil Nadu,Online,2023
Xiaomi,XIA-112,8GB,512GB,48MP,4300mAh,Dimensity 1080,33500,9109,Telangana,Online,2023
Xiaomi,XIA-112,8GB,512GB,48MP,4300mAh,Dimensity 1080,33500,8525,Maharashtra,Retail,2023
Xiaomi,XIA-113,4GB,256GB,200MP,5500mAh,Dimensity 8200,25500,15185,Bihar,Wholesale,2024
Xiaomi,XIA-113,4GB,256GB,200MP,5500mAh,Dimensity 8200,25500,6183,Karnataka,Retail,2024
Xiaomi,XIA-113,4GB,256GB,200MP,5500mAh,Dimensity 8200,25500,8488,Maharashtra,Online,2024
Xiaomi,XIA-113,4GB,256GB,200MP,5500mAh,Dimensity 8200,25500,7030,Tamil Nadu,Wholesale,2024
Xiaomi,XIA-113,4GB,256GB,200MP,5500mAh,Dimensity 8200,25500,18120,Madhya Pradesh,Wholesale,2024
Xiaomi,XIA-114,6GB,256GB,48MP,5000mAh,Dimensity 8200,28500,16457,Karnataka,Wholesale,2024
Xiaomi,XIA-114,6GB,256GB,48MP,5000mAh,Dimensity 8200,28500,11825,Uttar Pradesh,Retail,2024
Xiaomi,XIA-114,6GB,256GB,48MP,5000mAh,Dimensity 8200,28500,3113,West Bengal,Online,2024
Xiaomi,XIA-114,6GB,256GB,48MP,5000mAh,Dimensity 8200,28500,7244,Tamil Nadu,Wholesale,2024
Xiaomi,XIA-114,6GB,256GB,48MP,5000mAh,Dimensity 8200,28500,19829,Delhi,Online,2024
Xiaomi,XIA-115,16GB,128GB,200MP,5000mAh,A15 Bionic,32000,19028,Telangana,Retail,2022
Xiaomi,XIA-115,16GB,128GB,200MP,5000mAh,A15 Bionic,32000,5932,Madhya Pradesh,Online,2022
Xiaomi,XIA-115,16GB,128GB,200MP,5000mAh,A15 Bionic,32000,17072,Karnataka,Wholesale,2022
Xiaomi,XIA-115,16GB,128GB,200MP,5000mAh,A15 Bionic,32000,17117,Gujarat,Retail,2022
Xiaomi,XIA-115,16GB,128GB,200MP,5000mAh,A15 Bionic,32000,5742,Uttar Pradesh,Wholesale,2022
Xiaomi,XIA-116,4GB,512GB,108MP,5500mAh,Dimensity 8200,30500,5506,Madhya Pradesh,Retail,2023
Xiaomi,XIA-116,4GB,512GB,108MP,5500mAh,Dimensity 8200,30500,18337,Telangana,Online,2023
Xiaomi,XIA-116,4GB,512GB,108MP,5500mAh,Dimensity 8200,30500,2490,West Bengal,Online,2023
Xiaomi,XIA-116,4GB,512GB,108MP,5500mAh,Dimensity 8200,30500,16724,Bihar,Wholesale,2023
Xiaomi,XIA-116,4GB,512GB,108MP,5500mAh,Dimensity 8200,30500,2231,Uttar Pradesh,Wholesale,2023
Xiaomi,XIA-117,6GB,512GB,48MP,4000mAh,Dimensity 8200,32000,10316,Maharashtra,Wholesale,2024
Xiaomi,XIA-117,6GB,512GB,48MP,4000mAh,Dimensity 8200,32000,5256,Telangana,Retail,2024
Xiaomi,XIA-117,6GB,512GB,48MP,4000mAh,Dimensity 8200,32000,15091,Karnataka,Online,2024
Xiaomi,XIA-117,6GB,512GB,48MP,4000mAh,Dimensity 8200,32000,3796,Delhi,Online,2024
Xiaomi,XIA-117,6GB,512GB,48MP,4000mAh,Dimensity 8200,32000,6273,West Bengal,Retail,2024
Xiaomi,XIA-118,4GB,512GB,48MP,5500mAh,Snapdragon 7 Gen 1,28000,4597,Karnataka,Online,2025
Xiaomi,XIA-118,4GB,512GB,48MP,5500mAh,Snapdragon 7 Gen 1,28000,4397,West Bengal,Online,2025
Xiaomi,XIA-118,4GB,512GB,48MP,5500mAh,Snapdragon 7 Gen 1,28000,14876,Uttar Pradesh,Retail,2025
Xiaomi,XIA-118,4GB,512GB,48MP,5500mAh,Snapdragon 7 Gen 1,28000,4723,Delhi,Wholesale,2025
Xiaomi,XIA-118,4GB,512GB,48MP,5500mAh,Snapdragon 7 Gen 1,28000,9665,Tamil Nadu,Wholesale,2025
Xiaomi,XIA-119,4GB,64GB,48MP,5500mAh,A17 Pro,24500,6602,Madhya Pradesh,Online,2025
Xiaomi,XIA-119,4GB,64GB,48MP,5500mAh,A17 Pro,24500,18750,Tamil Nadu,Online,2025
Xiaomi,XIA-119,4GB,64GB,48MP,5500mAh,A17 Pro,24500,19617,Telangana,Retail,2025
Xiaomi,XIA-119,4GB,64GB,48MP,5500mAh,A17 Pro,24500,12060,Bihar,Online,2025
Xiaomi,XIA-119,4GB,64GB,48MP,5500mAh,A17 Pro,24500,15137,Karnataka,Online,2025
Xiaomi,XIA-120,6GB,256GB,108MP,4000mAh,A16 Bionic,33000,6445,Karnataka,Wholesale,2023
Xiaomi,XIA-120,6GB,256GB,108MP,4000mAh,A16 Bionic,33000,10286,Tamil Nadu,Online,2023
Xiaomi,XIA-120,6GB,256GB,108MP,4000mAh,A16 Bionic,33000,11889,Delhi,Retail,2023
Xiaomi,XIA-120,6GB,256GB,108MP,4000mAh,A16 Bionic,33000,17719,Gujarat,Online,2023
Xiaomi,XIA-120,6GB,256GB,108MP,4000mAh,A16 Bionic,33000,2649,Maharashtra,Online,2023
Xiaomi,XIA-121,4GB,64GB,200MP,4500mAh,A17 Pro,23000,16599,Bihar,Online,2022
Xiaomi,XIA-121,4GB,64GB,200MP,4500mAh,A17 Pro,23000,13002,Gujarat,Online,2022
